sim-id,trigtime,ra,dec,H1-snr,L1-snr,V1-snr,snr,npix,logZ-tensor-R-1,logZ-err-tensor-R-1,logZ-tensor-N-0,logZ-err-tensor-N-0,logZ-vector-R-1,logZ-err-vector-R-1,logZ-vector-N-0,logZ-err-vector-N-0,logZ-scalar-N-0,logZ-err-scalar-N-0,logZ-scalar-P-1,logZ-err-scalar-P-1
75,966446977.0969534,4.192680836,-0.48448750399999996,20.130542495,10.289218071,9.109029742999999,24.373780431325223,70,-8.58417025109146,0.02467068679408854,-6.757266571102345,0.016295775378416578,-11.637555068237612,0.04471550878791648,-6.29307558608805,0.021247257862411467,-12.752112937149846,0.036963673855798025,-8.630554505738056,0.05845540958680601
76,966447768.7731642,4.558440208,-1.159067035,20.553566633,15.795198355999998,6.557492333,26.738326390032523,68,-11.068578961499648,0.04278601093938469,-7.003551829443141,0.024295861482394123,-10.85418602556646,0.06495916656249173,-6.683943867513408,0.022752692767925003,-14.143716911321233,0.09310632129528462,-8.376136887406394,0.051611307253227046
77,966448645.5620782,0.469430894,-0.46871641299999994,14.232293637,6.6301842639999995,19.059097510999997,24.693455073727336,73,-15.627821667661422,0.07895246039617175,-7.971740856340719,0.03542541375483816,-19.793205910298575,0.04660415504687342,-8.79062263703994,0.03941438311819336,-15.764469477368488,0.1430178915661185,-10.28314513704758,0.10371896882186976
78,966449438.7522944,4.689691067,-0.311218113,18.568176739000002,13.911171869,7.162313735,24.28161090657223,76,-11.285913562658067,0.027292841699025256,-7.175007809895146,0.01847316483639466,-13.078176631515593,0.060556939008574444,-7.294090209029265,0.02236922705164561,-11.104808592994726,0.051380292032784124,-8.732705264105709,0.01836245440351548
79,966450319.3602328,3.36696291,0.09627593300000001,10.34290971,21.224668886,7.522010562999999,24.77989090975649,83,-8.761468330100945,0.032407251565033386,-6.87677483744009,0.016446652550967045,-11.662684646415016,0.04130284742382039,-6.660311583795135,0.02153956219654647,-9.339243093140238,0.04927888303084065,-6.157980178666471,0.012807149741569046
80,966451034.2388333,5.059707165,1.4075319769999999,13.933471079,11.031962665,11.856068221,21.363805143566758,77,-9.962394588714043,0.07667922058301128,-6.515745734905795,0.024155132971277245,-10.222793433144897,0.08878082386853521,-6.792116077928536,0.029896093069838613,-20.214177590280823,0.03943409825317537,-10.020611768173108,0.06007077098941681
81,966451879.950648,3.473279953,0.650047183,11.174066455999998,15.086370387,9.095321026,20.861044968621602,62,-10.019668001181342,0.05302524955763303,-6.613234189853261,0.01856462925518681,-11.141640954978795,0.04284680211906898,-6.740842735524322,0.018188731014200227,-11.390890272238549,0.03940326548661482,-6.369966256826125,0.0250134631520814
82,966452710.8255734,1.34484899,-1.18552494,14.95728339,12.195812056,17.120532134,25.798658466388744,82,-12.695996015386825,0.04848435544824626,-7.635907063925035,0.02358209999391951,-24.064822330511152,0.07714007143836772,-8.42263038153629,0.038475614980505245,-21.034586208140293,0.042520882892331066,-9.190985833722072,0.10504376640058037
83,966453658.1423149,5.044246197,-0.9346209759999999,18.959226181,13.171041314000002,3.408390077,23.335503199939847,100,-8.483112347701859,0.029080688190248893,-6.412186751657594,0.017750159580565285,-10.147818470178594,0.02365656297184197,-6.726026118742604,0.02027013296868787,-9.247412969813611,0.04321679313139487,-5.363265548834622,0.011418073979676823
84,966454383.6048882,3.8035979269999998,0.157894894,8.118257144,19.874825916,10.080136147000001,23.717587334918118,81,-9.713869159545764,0.02618474984506183,-7.514097434316568,0.03203935644986611,-25.24855732467019,0.06576449651068572,-7.222608145837363,0.025677834613688912,-9.355025948178374,0.03194214907951227,-6.6315253140123716,0.019118642277304355
85,966455229.2924796,2.7013568880000003,0.863999486,22.26919997,20.419942353,4.170639049,30.500582667889063,95,-7.395121054648997,0.018840462902581342,-6.486114591064361,0.01561431975181414,-7.783699160674363,0.02507448476116773,-6.5705293684133155,0.018101962100579,-7.82811816842235,0.0417325560536116,-4.959786565355945,0.011125411868637906
86,966456099.4149297,2.811041117,0.179113999,11.457248945,15.117180832,7.519934465,20.40458585840415,78,-8.459978672834644,0.014081033200500758,-6.231464785393764,0.020561881104494063,-7.9994733382015415,0.02898265726225584,-6.314091928310912,0.018480954485270852,-8.684424761721628,0.04465100320243978,-6.304042665177178,0.013812451494572917
87,966456966.6938748,3.993596077,0.612660825,14.161799268,17.82805404,5.8887703039999995,23.517518684026978,89,-7.820764451577812,0.02411437162472892,-6.170968858700654,0.013929408348466076,-8.380806159420711,0.01958676637753945,-6.203046406569951,0.016304616706354674,-7.632402618052951,0.032060968340793826,-4.502322429256292,0.011279075845058623
88,966457725.5504688,6.096737862,-0.35198909,20.29059572,18.591378034,10.771985757000001,29.55305887762874,83,-17.889716140193272,0.13392164938838264,-6.950178486778695,0.02960486311024116,-23.69498742850924,0.04202469149791377,-7.961757668036343,0.034426309945993626,-22.891601039173604,0.08421400740655118,-12.097004033821193,0.13399256513072524
89,966458579.2437928,5.840044022000001,-0.161384702,16.383850275,21.896126486999997,6.774221367999999,28.173764038746903,84,-7.968593478542355,0.03715742347424833,-6.245819806681479,0.023636129958891434,-8.640729416714532,0.033382314446893054,-6.603904046665209,0.022981381391495484,-8.785239632601813,0.062055553075412676,-6.4808959789445515,0.013012571749369947
90,966459394.1102189,4.415417194,0.530649424,14.245941504000001,17.26837388,12.228747868,25.508544847050185,97,-16.819360853113295,0.058928018099872484,-7.053267593993893,0.028041556876996755,-15.572851895231647,0.0867878475426772,-7.656749670637731,0.027285679160756825,-23.55674607801788,0.07403927748437805,-11.084272058343757,0.06296574115290282
91,966460209.4674445,4.611529827,-0.551486313,14.868887624000001,5.522784972,11.318059121,19.48546728432605,74,-9.633526658118353,0.052855095997650064,-7.113609552132563,0.02081244611887759,-10.388852441041857,0.08704429532698177,-6.844976262545288,0.020624618046536505,-11.643795345056505,0.043227962495123874,-9.131063770898766,0.037011570162812056
92,966461173.0153859,3.499650002,-0.234428197,13.821500427,17.655425186,6.710651896,23.404716649028092,88,-9.957615406995853,0.05219091258319667,-7.010561005076263,0.015473852765407683,-13.644709843981586,0.0317196427693171,-7.429137553966058,0.01679972223721188,-12.703980539650905,0.039304638981686305,-6.096608651881392,0.013757102374415495
93,966461860.8809127,2.233896971,-0.527740598,9.280758545,10.779854775999999,14.402321622999999,20.242643510534236,59,-9.460290159052663,0.03224876023865022,-5.839572044953913,0.017871768929152352,-15.351949386367975,0.04902959314219192,-6.494963439682439,0.020193719457489157,-13.222240453247998,0.08218438366282702,-10.64840512507942,0.08226466405891765
94,966462826.3137631,4.577453136,-0.482381403,15.900339115,12.196073007999999,11.335764637999999,23.02313055856211,74,-11.800640965880147,0.13437661581031873,-7.689059801640052,0.031733267745620845,-20.249493512707677,0.0880423751784019,-7.945956882748606,0.03182582434603839,-23.19281378901895,0.05956257342482142,-9.207131299199744,0.05827347687169641
95,966463541.1546702,3.227312088,-0.09027519099999999,12.388938542,14.122388040999999,7.884438805,20.373807141715627,52,-8.129557694423541,0.022847162431994358,-5.707477857343223,0.014813816579953594,-9.043457123819866,0.0140937178407664,-6.334679736670247,0.01775636695565004,-8.717465684909074,0.025687866360191693,-4.7573046187863905,0.010086710946599528
96,966464367.1004369,2.95332408,0.49938881399999996,17.522594852,14.554306045999999,2.414870342,22.90634745210681,95,-7.815285192829126,0.03532917583721985,-6.039053825206435,0.013441745631201513,-7.7253254866235705,0.020909488896635336,-6.06641503806031,0.01574500417086054,-7.983377807455142,0.03081647912626756,-4.469339659774153,0.009974639580779167
97,966465299.348835,2.977641106,0.281923413,18.030952240999998,15.938839732,5.822275451,24.760063451997087,81,-8.248134126385263,0.035368050137426124,-6.503217930050716,0.01530567348936446,-8.284999010665397,0.033028864880725387,-6.461315208295947,0.023380106235980608,-8.776188389324233,0.04511468182533271,-5.649076445099633,0.010663998052354202
98,966466087.3538438,3.41188097,-0.325450808,11.867453309000002,16.215368061,8.705408138,21.898829654667633,74,-9.32429909671352,0.042254383789065986,-6.623459783138466,0.019359678264292312,-15.233237909456104,0.029587008062648856,-6.825352011045866,0.02715546170424808,-14.644206639803807,0.07009048645455489,-7.410677634643034,0.03552301764339792
99,966466987.3090056,2.509705067,1.025519013,18.625059114000003,12.520536625,6.201187807,23.283285734527386,72,-9.725609684867873,0.02699140809814944,-6.687288668425881,0.01961319241975916,-9.771976786461437,0.07492411463323864,-6.193766595011312,0.01905618354307003,-10.109013985933267,0.04856657955183553,-6.924413688781073,0.01629879721468331
100,966467777.9735888,0.164449006,0.8864979740000001,4.028519869,3.929773088,18.176429619,19.02773456175373,73,-7.185910684711302,0.02663177013328376,-5.022771657454034,0.012985776822977949,-8.812564631069648,0.03254424253298319,-4.892027235372201,0.012188427786739125,-6.670797670786256,0.013894973095568542,-5.6930025327986975,0.014314006949545429
101,966468608.6938579,6.100152016,0.110350899,12.775204115,11.618498183,10.136228471,20.02344795045544,82,-8.321993116120378,0.03930746582179147,-6.002080997901301,0.019649810618112003,-14.314884016490211,0.03885541377697853,-6.980401882632673,0.022892812158007297,-14.722387082837491,0.03485261379339455,-8.44496222583089,0.034726826284209075
102,966469394.2662328,5.989507197999999,0.956884086,8.865100807000001,6.675623053,15.008251404000001,18.665518092720735,67,-12.827945782813707,0.10292530578813022,-7.3984083799281954,0.021898481861096275,-15.632487512603136,0.08978857489594835,-7.17987736682641,0.02205168754366023,-14.666368060124165,0.049588982097988385,-8.406165582118044,0.02278970721206544
103,966470371.6829549,6.190576077,0.583625197,9.129193326000001,9.392884652000001,16.997353657,21.458762410968426,74,-11.542051597099789,0.053553614521731296,-6.349770999798525,0.01944196593513933,-19.872209176360062,0.0679376494663607,-6.72862313543224,0.021337749176980905,-16.090790690777933,0.05209911415431764,-12.308026970104958,0.057694863720061836
104,966471238.9970069,1.875733972,1.215893984,13.400020629,12.539214406,8.323585309,20.151290856256928,67,-8.746877488316734,0.0403677881391014,-6.066599491406379,0.015339962673058878,-8.052832794487271,0.04098507034880998,-5.659967637866589,0.019143655104752452,-8.492159449731695,0.036000597618698775,-7.955108870831439,0.026099452822537776
105,966472016.9955491,4.078219891,-0.41339018899999996,7.784705907999999,3.612761505,17.16707881,19.192766518530124,58,-9.432598909032919,0.03401898497509036,-5.6485980031621015,0.012537584048013174,-12.508822232088422,0.08562346398817564,-5.585600378702927,0.014588665131942506,-9.008446701910648,0.02584223515402655,-7.729132249524209,0.018144163886057343
106,966472873.3556743,4.395013809,0.456999511,14.582600541,16.987977234000002,5.657334633,23.0921857820133,75,-8.483526966217898,0.04373301688080351,-6.583462484542891,0.016130964378982583,-8.45150532951244,0.030369070025914564,-6.331407968147138,0.016139157185858025,-8.368676063952789,0.02733167898537758,-4.895476807829838,0.011054411637676873
107,966473697.5591412,2.7623000139999996,-0.133931905,15.447008749,15.927265395,17.574715748,28.304743345903105,82,-13.666777584952834,0.12156679927073862,-7.320558145051816,0.03722283591917177,-20.634140815720954,0.17798429741669797,-6.573192477980511,0.025216458207360033,-29.39075003133137,0.1115113039667569,-11.365147450317,0.09045425893707122
108,966474482.6405213,1.690603018,-0.377988189,13.086741754,17.736812937,5.596847672000001,22.741636853172846,75,-8.980186944456259,0.027247550934456313,-6.366820105210823,0.01674457201736617,-8.887363230352763,0.039180070453497265,-6.645366631893589,0.020448452543142998,-8.56359821392761,0.04017036430547499,-6.552733825016787,0.010074760508618205
109,966475436.7628914,0.630061984,-0.275971115,17.349885496,17.8002438,6.463111702999999,25.683438612249823,91,-9.798395355329307,0.09073855663607164,-6.920769498612871,0.021853602441250383,-12.788739272074857,0.05820231301800119,-7.974129449343889,0.022944315127919186,-12.864956157226201,0.059097100812589905,-7.646438176289181,0.020498061564153392
110,966476225.3396488,1.9462130069999999,0.28880780899999997,15.499704497,20.339219865,1.0506707929999999,25.59352678562288,73,-7.612348050490235,0.03032294563649266,-6.646999049561129,0.015756222017548692,-7.040970773631869,0.03215029250508765,-5.872870244287608,0.01957032176597184,-8.145953900442452,0.040992242476172926,-4.553391446483874,0.011804520232655857
111,966477083.0038755,0.189787105,0.241342098,5.481445285,11.971357862,18.452922114,22.668700580709697,85,-11.769532326396076,0.025340061392259493,-6.968902519065336,0.026792759376791913,-11.57875440618107,0.05138039838249918,-6.790083779246596,0.01670517236691739,-11.118697869275005,0.04516961381395951,-7.039418151942557,0.013411652047998778
112,966477821.0622933,3.92130208,0.918772101,17.194599041,13.639797675,2.532076624,22.09320549004831,88,-8.170503830555763,0.03307152863530983,-6.216429715800584,0.01879548971385978,-8.539553323963085,0.032603889400020146,-6.701658244714134,0.01507898860647962,-8.552630783339794,0.043362252232677694,-5.541072960975847,0.010479783585416177
113,966478634.0402684,5.825509071,-0.372508794,16.277468512000002,10.194694166,15.817802875,24.88153247068565,79,-11.636672535554684,0.09998510292836855,-8.82342431839612,0.0394330255734705,-16.222315689141517,0.12665965871710957,-9.823846275311105,0.03671170730349325,-17.909918261860653,0.07687829131409907,-9.391940153287198,0.04806897965792963
114,966479560.3408769,4.917521954,0.8849685190000001,14.834000408,14.960590063,5.575312956,21.79336912216695,81,-7.919920244838625,0.027107382931037746,-6.278263912002859,0.018961284189745988,-8.296110643063818,0.03686655567207292,-6.563089869935228,0.019067475705492665,-8.800810538960613,0.053548693454347894,-6.718578255045701,0.009991561289065422
115,966480348.6438109,5.050005913,0.8816127779999999,14.86490546,15.899762470999999,10.84533052,24.318492039125314,91,-13.813497292527314,0.022203042711827943,-6.809434379430397,0.022192616802452058,-13.80310545253937,0.07853808449327057,-7.478123383209469,0.030917770702759854,-16.366533050010357,0.053491102463684534,-8.45729359486474,0.047109622464890324
116,966481132.8549422,1.146350026,1.1840909720000001,10.524609142000001,7.564347797999999,14.053951375999999,19.118062257455637,56,-9.436906391582083,0.04181056217038726,-6.454963645628938,0.017706202602214366,-15.98623268741154,0.03794517682826883,-6.8194243121989135,0.02172659996168743,-16.11299911915658,0.06773408939936822,-9.667008718658588,0.041897165350640836
117,966482049.910158,4.293917179,0.045552749000000003,14.510055698,13.133109317,7.520835152999999,20.96624043766395,72,-8.160497256560014,0.054325735527618255,-5.9739900383468845,0.020701427733934803,-12.016661771180797,0.037221326160072565,-6.715509023188875,0.024814636158240835,-10.12702316056613,0.04245860060686722,-7.317375106159898,0.023344422708357727
118,966482815.0767264,5.9163661,-0.870675325,14.507300292,11.435915464,7.85138936,20.072026283968913,75,-8.34651415285809,0.057628572943422995,-6.875803355306894,0.02392925575253019,-9.209851195595734,0.10304287797320574,-6.146388196163566,0.018540739522777468,-10.680352973544416,0.03593120669286243,-7.958119715365777,0.024288784632108942
119,966483688.4518557,4.229990005,0.42198669899999997,17.499017134000002,11.365540567,3.2384850689999998,21.115844728030282,94,-8.097234275773744,0.025314327189962793,-5.805563600510593,0.016864763501101308,-8.15471121950201,0.03037691685410437,-5.852708798698415,0.01674714915149606,-7.89291141025979,0.03458950330035208,-4.39954742896229,0.0107229789607441
120,966484526.6208398,1.267366052,0.721895397,1.7997436130000002,4.867816624,16.95217272,17.7288148415549,70,-6.939661105756963,0.026226970615669122,-5.142791113659935,0.012695079968774406,-8.782950434630012,0.019250521419595438,-4.683219569715777,0.011979256992440226,-6.153332878811015,0.016139799220770103,-5.355256876690921,0.012952895974403139
121,966485420.0546067,2.875614882,1.114907026,19.543249745,15.577075629000001,11.859264841,27.662719647858328,76,-11.008820908037642,0.16268666073366037,-8.176669382533703,0.04457310560501247,-18.429799586391788,0.08994382842159417,-6.9371596618166285,0.028160394200774087,-24.095068487526405,0.0648410846728831,-10.718818606464504,0.058657653179980854
122,966486300.5334415,3.0788409710000004,0.999722421,14.755589375,11.29657488,8.121474112000001,20.280492192620624,67,-8.331732418750093,0.03446960431075518,-7.2472014951068635,0.030999974142859467,-8.67301215871156,0.03699330294840103,-6.0089738872198515,0.01812298459312166,-11.147082214444124,0.03072435516438605,-8.352543712338054,0.019979643709033285
123,966486984.8659459,3.798614979,1.053156018,22.630438378,15.534127979,8.893071864,28.853641025469805,92,-10.107664858497984,0.1086706989450377,-7.179934275311616,0.017322180190629703,-9.790350622954223,0.05566707459385102,-6.811110924536712,0.02090554781550112,-12.32652197991877,0.05875393164353916,-7.793494649438655,0.023617873311523256
124,966487965.6237987,2.594747066,-0.438293904,17.638916682999998,22.571622600999998,8.331120947999999,29.83315445677835,95,-9.709224753262847,0.07575964393275851,-7.236811773383318,0.02165861005554789,-11.021598139524992,0.0704013050912984,-7.463281565038387,0.021633559595934927,-11.686905578288343,0.0633706051373235,-6.644366982454497,0.018953263254643717
125,966488791.8541216,5.776751995,-0.158280998,12.82144964,19.60212527,6.076143227999999,24.198190066593803,95,-11.183277561512606,0.04495583435246864,-7.77610104898789,0.031796329116067806,-11.331371099718627,0.04107213356832544,-7.730222403624314,0.02247693063891544,-12.980747907427242,0.09304350240030444,-6.528217062918698,0.011300371731324338
126,966489485.9428358,6.20639801,-0.660772681,14.934970067,13.049993419000002,6.252914996,20.795542913935453,52,-9.623804440810863,0.04869085581491088,-6.483334526301885,0.021645614431070128,-8.075742040089708,0.03015556975662025,-6.03730643975766,0.015933417817612275,-9.619387973280626,0.0510964781489223,-4.915715214182068,0.009985227317575736
127,966490417.8095952,1.990710974,-1.1157950159999999,19.518544967,16.573919212,5.543718553,26.199259742778615,105,-11.366127559691632,0.021927251279424662,-7.1231140667389425,0.02573203731039763,-11.360274366457208,0.030886616395411636,-7.617005929898746,0.020553265046372605,-12.457331818827551,0.055428932462464775,-7.581030891964452,0.01217886905157007
128,966491255.6655059,1.63975203,-0.644807279,18.314555133,13.85667957,1.503420133,23.01501185143431,65,-7.482887862235264,0.019928204870650168,-5.916581382136199,0.017356362406004775,-7.7858245902019805,0.023512416664418948,-6.072835204766118,0.019972346831032977,-7.8033150030846326,0.040498307033707825,-4.407272865078214,0.011194798019487803
129,966492093.4685117,3.459466934,-1.213981032,5.736278565,11.280842519,14.337013042,19.123604332871846,72,-12.108761584958835,0.1173657023524579,-6.88274674900539,0.02174016618301162,-17.216276214550025,0.040118073232216174,-7.150051247507389,0.021027869286534134,-13.367747192928318,0.04849536663621471,-7.446423569146087,0.014171620893740152
130,966492996.5494275,3.763412952,0.305658489,10.995508255999999,11.443028754,14.673999222,21.614124133073066,82,-11.32172878520731,0.07866978169844588,-8.702539537098055,0.040728713193589096,-36.20178312266925,0.058028330721606736,-9.783840377266996,0.0489812974759991,-23.394094775352375,0.07467829244782107,-10.083502339616109,0.04685568276942571
131,966493741.9519181,1.877864957,0.249127805,10.966930225,11.820807954000001,11.541769907,19.82971285297644,76,-8.407318622379224,0.033574307532094505,-6.791804700896056,0.029085520903633803,-19.852657922548932,0.04610532152054308,-9.357336543265133,0.03714677323839418,-15.312376910235304,0.03452748063892186,-7.655752968778269,0.028434685165111433
132,966494664.1195288,1.453856945,0.975162089,9.669912548,7.628899809,14.488616889000001,19.016501790233242,77,-12.915120406443934,0.058148542726060966,-6.070124676939032,0.023331198092290208,-15.958332275758748,0.07647256570875244,-7.136354025836771,0.023358129358667695,-15.467588293952145,0.031681366311115525,-10.598899442620468,0.029079724449520363
133,966495366.6819708,0.7850949759999999,-0.8217856290000001,17.947801785,11.819873939,9.531795447,23.509320136723446,83,-9.733080425947453,0.023880049444811768,-7.781609794050078,0.03576437480915282,-10.424436317131391,0.0718664380794992,-6.277589753120578,0.023869545943421135,-11.12568401763467,0.09302088918908204,-8.25063280923574,0.03762082585159494
134,966496190.7463008,1.8427430390000001,0.973335803,11.866255853,12.085053587,15.634305219000002,23.049686502214495,76,-17.575066404314153,0.0569988359902284,-6.415759615483199,0.02052357455319018,-19.49606563942187,0.06549157471193733,-7.0063655499168735,0.019548514796634994,-28.841938349765943,0.1976244091222569,-14.673751903392318,0.16848084940904554
135,966497113.5732387,4.453083992,0.21492010399999997,15.931980449000001,6.684175045,12.533121387000001,21.34444491573383,79,-16.306903651076038,0.06775769134097992,-6.755664937523088,0.02103570813976629,-15.976283739824364,0.04822992732958174,-6.597266406472272,0.021071605619166073,-11.994555294714628,0.1135132819684748,-9.3937706683751,0.044215257466601286
136,966498007.5125188,5.66384697,0.698318422,14.909266644,15.438711290999999,5.419830287999999,22.13627336611707,74,-7.574227323591711,0.017811240095877937,-6.411240651923459,0.01423465884133905,-7.400891407789225,0.0335264791996478,-5.946093776351022,0.018905645117585773,-8.25679671785982,0.025165952411133445,-5.196352961745827,0.010807704584660818
137,966498847.8415098,3.911570072,0.787592828,14.833151903,12.229015365999999,7.832042094,20.758422280161962,90,-9.073616950648294,0.06083593512072461,-7.378950846526921,0.03158557528055385,-7.685266856273116,0.027418718339665662,-6.3710902078162475,0.01893683553172177,-10.421500933992174,0.06567916444834006,-6.471164984680794,0.011785447978316441
138,966499712.8599964,6.091360092,0.1085236,19.351632854,21.374884113,8.287055426,30.00077753315384,93,-9.664455411205772,0.05530781568937539,-6.959844450327049,0.02300075180400108,-11.310763324313745,0.06395598988535557,-7.65983235193011,0.031032226312468113,-13.234754642175135,0.059152817701202266,-8.352763771838976,0.02621974836306309
139,966500529.4975357,2.876631021,0.5500385760000001,9.168764782,12.285070783,12.524325035,19.795149136929773,72,-27.002728159602302,0.06884317517344543,-6.646074563123042,0.02566289931401263,-32.759093449152346,0.04432116657732617,-7.4347672035341095,0.023245970801243455,-21.970636465634136,0.12804910146190868,-9.539622109822433,0.026771800236817994
140,966501316.5649843,4.715135098,1.0071870090000001,15.911534075999999,11.464493377,7.17546413,20.882978966706418,55,-9.114545666075172,0.022421801325034314,-6.462011385022422,0.0267709367450073,-9.41502893915215,0.024752901187110984,-6.353634048195158,0.01573175845442158,-8.947421562876187,0.032874740688085574,-6.0819362702934505,0.013013679368087927
141,966502051.8231368,5.70123291,0.408743113,16.962653519,17.780355555,4.965771686,25.07053143643632,90,-10.48764038795647,0.037235796827267874,-6.838514210432032,0.02239759395228395,-12.756003134688697,0.02698163561680664,-7.65279014312442,0.024407921306764592,-12.643063615083623,0.07724678481350948,-8.040119472851435,0.01804117239430177
142,966502874.7603632,0.37530410299999994,-0.8115394709999999,9.591935551,12.468718792999999,11.149741895,19.28188062089814,49,-9.213843312326498,0.04892686688716882,-6.341709981131047,0.023509529134633844,-15.924413480247226,0.07134821272231108,-6.164094664212315,0.025534394036760978,-12.446716542651311,0.057222561012359445,-8.140582799080166,0.02777198895652368
143,966503756.5902172,5.294123173,-0.058596040999999995,13.782124075999999,11.45432669,9.708522443,20.38146098771479,69,-9.606921956042125,0.07453862655649343,-6.358371939833727,0.02156358341401621,-10.688281223391948,0.06990443902356723,-6.295173806783215,0.022580386435075896,-15.18325518267417,0.06816494968545668,-10.209076801184993,0.06601945755461695
144,966504712.1828848,6.000189781,0.064191788,8.988506373,19.598763021,6.32512129,22.470245172315988,88,-12.363026235848299,0.11630608798848527,-7.527311569228485,0.02185010036910228,-14.762908525869818,0.0690762683141169,-7.535871912486201,0.02415304411329659,-8.058390515040582,0.029550053817761834,-7.212377439546035,0.025915912279051545
145,966505437.7885923,3.1328880789999998,0.283238888,14.648481410999999,18.29194526,13.383141088,26.986695507686058,82,-12.090379519722998,0.08544144111084502,-7.042866858510162,0.02895141700169849,-37.98446722130458,0.07606305613678371,-7.993523397252239,0.046426982557322964,-19.889521251799863,0.09741527750297313,-9.633143830308416,0.05948445812843334
146,966506252.3000045,5.168163776,0.132759005,13.011600925,7.862636693,12.289190225,19.548580786947333,77,-16.805565105004714,0.06720912257056307,-7.0492482912115495,0.020791962129447557,-12.024293764326824,0.11132738802854819,-6.712811782635656,0.018582270723698145,-14.564851580327293,0.057539526166908064,-8.30308660924323,0.03489189333498034
147,966507175.1221336,1.6645900009999999,-0.12327390199999999,3.234346375,12.236716892999999,13.518556343,18.518898519938293,69,-8.949046739334447,0.0431961622233332,-6.589599413185874,0.018457619454852598,-14.5624297963292,0.06833853467921583,-6.375737324185202,0.019568464510856174,-12.318439214041609,0.07280337675440972,-5.4949548413629605,0.012966540339847713
148,966507937.6791332,3.168452978,-1.039798021,15.888263552,13.312526435999999,3.590184535,21.03686535114877,85,-8.487597363708224,0.025380678975386678,-6.460005259873706,0.017695632353234896,-9.132213200975777,0.035084598938855904,-6.6367841990860565,0.019366930010248223,-8.703188362228195,0.027673608172609446,-5.227457824470079,0.011584336848130558
149,966508835.728827,0.12961819800000002,-0.895054281,6.054673534,4.932307338,19.093997701,20.629286838996688,70,-9.403933861404623,0.05255261826087711,-6.265910877618915,0.019756930777131036,-14.440283247458593,0.04095569365339953,-6.4658080819841945,0.01259097547186902,-9.294943820387564,0.02749840766743835,-7.720784134031348,0.0215695447355267
150,966509675.8955742,5.446939945,-0.50918901,10.220026297999999,10.641623352,12.632844197999999,19.423744171209254,62,-10.742169752306351,0.03761175260592952,-7.05471096263946,0.027174695210454815,-12.882516849087107,0.03863761825244307,-7.664652972334893,0.02968362652010827,-16.962866481202024,0.07787609626852533,-9.707852451324015,0.039482451572115745
151,966510443.1285728,2.603339911,-0.050794389,14.159462590999999,10.721043911,10.828004480999999,20.80088566499212,93,-15.46487803922093,0.02936949582004799,-6.91474688180054,0.028494342090543075,-15.847645823480859,0.04218556339412638,-7.064658308043815,0.02537638823920226,-21.454824391023756,0.03915527152536493,-12.478358076979681,0.06792163374210541
152,966511413.8394728,4.278390883999999,1.003571033,12.724680066,11.40204328,9.700231119,19.647354974730487,73,-9.293831416592967,0.05648929720382241,-6.711995770003856,0.0233384105196312,-14.566582435439384,0.04348395559720108,-5.802175241954667,0.021120101937578527,-10.630646906075762,0.08631925742676991,-8.716740076319482,0.03985206440728586
153,966512107.7894636,5.854815006,-0.5036141279999999,24.746249218000003,15.018545634,4.401071083,29.27973684986812,83,-10.791336837783243,0.04071768708318331,-7.023747030862913,0.018705299492760268,-10.125655532106444,0.04881190926516133,-7.135970577032917,0.02555860367842422,-9.78375423486574,0.0435593316917445,-6.716438313680665,0.009062290436949174
154,966512984.9840049,2.7785859110000004,-0.23545530399999998,21.746359289,13.791060661,12.721983742,28.721879583574797,97,-18.410138544222793,0.02356125258456966,-7.3271446514305305,0.029931278637393584,-17.55352806101691,0.15016225660913426,-7.001998811408217,0.02643869324521173,-23.689357035528577,0.1222437973589475,-14.707270331018409,0.07334690940791241
155,966513761.93472,1.002642035,1.052037001,18.929851302,17.621048052,6.83114003,26.748926686433467,88,-11.717478722618479,0.025430112605967437,-6.754834108870642,0.019487804744487032,-12.835762785658597,0.0597805550007139,-7.442644301611095,0.029881550204509087,-12.101485211988019,0.03244413359485448,-8.45303988100082,0.028672974627383857
156,966514658.8646227,4.55657196,-1.3197410109999999,19.973836084000002,17.107105846,11.577244990999999,28.73394856121209,93,-10.44256974758261,0.0654942800434129,-6.942247770833334,0.02247299590697411,-10.624655432175025,0.05262610015626024,-7.521119634771814,0.031190679087554466,-17.41984569453676,0.03989267972030398,-10.004047910579267,0.062037443639255965
157,966515547.2299566,0.521584988,0.276379794,20.173371599,19.20542504,6.378668284,28.574476053214102,86,-8.114302729694284,0.04035589819644556,-6.738865096413412,0.018296737553295844,-9.012237888638692,0.015154394858911827,-6.5616270413768705,0.019080034953051887,-8.701847557150312,0.03621104985184189,-4.98856581305202,0.012013109060198507
158,966516435.7112752,3.5368540289999997,1.299056053,14.213657284000002,10.364114567,13.866051152999999,22.39889056901079,78,-12.20833307702311,0.18293240351088375,-7.351254288314684,0.028402915339056478,-16.267377892014004,0.13136514708773853,-8.965414980691365,0.04170633457578208,-21.955805289435105,0.0820219364403703,-9.13510320254512,0.050560521392692806
159,966517189.1647975,1.7198569769999998,0.08796588300000001,12.552909505999999,20.470363634,4.660346987,24.46078818054019,81,-7.653238765005218,0.03551340880126942,-7.277378466686224,0.013665563849121633,-8.645315241537709,0.0428315335245983,-6.415750143353511,0.01781651137183256,-8.735250631282913,0.06286011767749515,-5.593368778136657,0.010427293692613332
